From vertex 0:
To vertex 20:7 (19,12,27,44,45,5,33,20)
To vertex 21:57 (19,12,27,44,45,5,33,20,48,0,26,21)
To vertex 22:8 (19,12,27,44,22)
To vertex 23:47 (19,12,27,44,22,32,17,23)
To vertex 24:56 (19,12,27,44,45,5,63,8,15,24)
To vertex 25:39 (19,12,27,44,45,10,25)
To vertex 26:15 (19,12,27,44,45,5,33,20,48,0,26)
To vertex 27:-2 (19,12,27)
To vertex 28:31 (19,12,27,44,22,32,47,28)
To vertex 29:75 (19,12,27,44,45,10,25,29)
To vertex 30:31 (19,12,27,44,45,5,6,30)
To vertex 31:43 (19,12,27,44,22,57,31)
To vertex 32:2 (19,12,27,44,22,32)
To vertex 33:1 (19,12,27,44,45,5,33)
To vertex 34:37 (19,12,27,44,22,46,51,34)
To vertex 35:11 (19,12,27,44,45,5,6,35)
To vertex 36:40 (19,12,27,44,22,36)
To vertex 37:25 (19,12,27,44,22,32,47,28,37)
To vertex 38:30 (19,12,27,44,45,5,33,20,38)
To vertex 39:26 (19,12,27,44,45,5,63,39)
To vertex 40:43 (19,40)
To vertex 41:25 (19,12,55,59,41)
To vertex 42:52 (19,12,27,44,45,5,33,20,48,0,14,42)
To vertex 43:55 (19,12,27,44,22,36,43)
To vertex 44:6 (19,12,27,44)
To vertex 45:6 (19,12,27,44,45)
To vertex 46:10 (19,12,27,44,22,46)
To vertex 47:6 (19,12,27,44,22,32,47)
To vertex 48:12 (19,12,27,44,45,5,33,20,48)
To vertex 49:21 (19,12,27,44,22,32,47,49)
To vertex 50:21 (19,12,27,44,50)
To vertex 51:28 (19,12,27,44,22,46,51)
To vertex 52:29 (19,12,27,44,22,46,51,52)
To vertex 53:22 (19,12,27,44,45,5,63,8,15,53)
To vertex 54:28 (19,12,27,44,22,32,54)
To vertex 55:19 (19,12,55)
To vertex 56:26 (19,12,27,44,45,5,33,20,48,0,56)
To vertex 57:31 (19,12,27,44,22,57)
To vertex 58:39 (19,12,27,44,45,5,63,39,58)
To vertex 59:20 (19,12,55,59)
To vertex 60:31 (19,12,27,44,45,5,33,20,48,0,14,60)
To vertex 61:29 (19,12,27,44,45,5,33,20,48,61)
To vertex 62:30 (19,12,27,44,45,5,63,62)
To vertex 63:12 (19,12,27,44,45,5,63)
From vertex 20:
To vertex 0:8 (20,48,0)
To vertex 1:53 (20,19,12,27,44,22,1)
To vertex 2:5 (20,48,2)
To vertex 3:39 (20,19,12,27,3)
To vertex 4:28 (20,55,59,4)
To vertex 5:9 (20,19,12,27,44,45,5)
To vertex 6:13 (20,19,12,27,44,45,5,6)
To vertex 7:36 (20,19,12,27,44,22,57,7)
To vertex 8:16 (20,19,12,27,44,45,5,63,8)
To vertex 9:17 (20,48,0,56,9)
To vertex 10:18 (20,19,12,27,44,45,10)
To vertex 11:32 (20,48,11)
To vertex 12:7 (20,19,12)
To vertex 13:9 (20,48,0,26,13)
To vertex 14:9 (20,48,0,14)
To vertex 15:24 (20,48,2,46,15)
To vertex 16:28 (20,19,12,27,44,22,16)
To vertex 17:31 (20,19,12,27,44,22,32,17)
To vertex 18:36 (20,48,0,14,18)
To vertex 19:3 (20,19)
To vertex 21:50 (20,48,0,26,21)
To vertex 22:11 (20,19,12,27,44,22)
To vertex 23:50 (20,19,12,27,44,22,32,17,23)
To vertex 24:56 (20,48,0,14,18,24)
To vertex 25:35 (20,48,0,26,25)
To vertex 26:8 (20,48,0,26)
To vertex 27:1 (20,19,12,27)
To vertex 28:34 (20,19,12,27,44,22,32,47,28)
To vertex 29:71 (20,48,0,26,25,29)
To vertex 30:33 (20,48,61,30)
To vertex 31:46 (20,19,12,27,44,22,57,31)
To vertex 32:5 (20,19,12,27,44,22,32)
To vertex 33:4 (20,19,12,27,44,45,5,33)
To vertex 34:38 (20,48,2,46,51,34)
To vertex 35:14 (20,19,12,27,44,45,5,6,35)
To vertex 36:42 (20,48,0,56,36)
To vertex 37:28 (20,19,12,27,44,22,32,47,28,37)
To vertex 38:23 (20,38)
To vertex 39:29 (20,19,12,27,44,45,5,63,39)
To vertex 40:46 (20,19,40)
To vertex 41:28 (20,55,59,41)
To vertex 42:45 (20,48,0,14,42)
To vertex 43:57 (20,48,0,56,36,43)
To vertex 44:9 (20,19,12,27,44)
To vertex 45:9 (20,19,12,27,44,45)
To vertex 46:11 (20,48,2,46)
To vertex 47:9 (20,19,12,27,44,22,32,47)
To vertex 48:5 (20,48)
To vertex 49:24 (20,19,12,27,44,22,32,47,49)
To vertex 50:24 (20,19,12,27,44,50)
To vertex 51:29 (20,48,2,46,51)
To vertex 52:30 (20,48,2,46,51,52)
To vertex 53:25 (20,48,2,46,15,53)
To vertex 54:31 (20,19,12,27,44,22,32,54)
To vertex 55:22 (20,55)
To vertex 56:19 (20,48,0,56)
To vertex 57:34 (20,19,12,27,44,22,57)
To vertex 58:42 (20,19,12,27,44,45,5,63,39,58)
To vertex 59:23 (20,55,59)
To vertex 60:24 (20,48,0,14,60)
To vertex 61:22 (20,48,61)
To vertex 62:31 (20,48,0,26,25,62)
To vertex 63:15 (20,19,12,27,44,45,5,63)
From vertex 21:
To vertex 0:27 (21,0)
To vertex 1:83 (21,42,54,22,1)
To vertex 2:36 (21,42,54,45,5,33,2)
To vertex 3:67 (21,0,26,34,3)
To vertex 4:33 (21,4)
To vertex 5:31 (21,42,54,45,5)
To vertex 6:35 (21,42,54,45,5,6)
To vertex 7:39 (21,56,7)
To vertex 8:38 (21,42,54,45,5,63,8)
To vertex 9:19 (21,56,9)
To vertex 10:36 (21,42,54,10)
To vertex 11:31 (21,11)
To vertex 12:39 (21,42,54,45,5,33,20,19,12)
To vertex 13:28 (21,0,26,13)
To vertex 14:28 (21,0,14)
To vertex 15:46 (21,42,54,45,5,63,8,15)
To vertex 16:58 (21,42,54,22,16)
To vertex 17:46 (21,56,9,32,17)
To vertex 18:55 (21,0,14,18)
To vertex 19:35 (21,42,54,45,5,33,20,19)
To vertex 20:32 (21,42,54,45,5,33,20)
To vertex 22:41 (21,42,54,22)
To vertex 23:65 (21,56,9,32,17,23)
To vertex 24:75 (21,0,14,18,24)
To vertex 25:54 (21,0,26,25)
To vertex 26:27 (21,0,26)
To vertex 27:33 (21,42,54,45,5,33,20,19,12,27)
To vertex 28:47 (21,56,47,28)
To vertex 29:90 (21,0,26,25,29)
To vertex 30:56 (21,42,54,45,5,6,30)
To vertex 31:66 (21,56,7,31)
To vertex 32:20 (21,56,9,32)
To vertex 33:26 (21,42,54,45,5,33)
To vertex 34:61 (21,0,26,34)
To vertex 35:36 (21,42,54,45,5,6,35)
To vertex 36:44 (21,56,36)
To vertex 37:41 (21,56,47,28,37)
To vertex 38:44 (21,0,26,38)
To vertex 39:51 (21,42,54,45,5,63,39)
To vertex 40:76 (21,56,7,31,40)
To vertex 41:47 (21,0,26,55,59,41)
To vertex 42:18 (21,42)
To vertex 43:59 (21,56,36,43)
To vertex 44:41 (21,42,54,45,5,33,20,19,12,27,44)
To vertex 45:31 (21,42,54,45)
To vertex 46:42 (21,42,54,45,5,33,2,46)
To vertex 47:22 (21,56,47)
To vertex 48:37 (21,42,54,45,5,33,20,48)
To vertex 49:37 (21,56,47,49)
To vertex 50:56 (21,42,54,45,5,33,20,19,12,27,44,50)
To vertex 51:60 (21,42,54,45,5,33,2,46,51)
To vertex 52:61 (21,42,54,45,5,33,2,46,51,52)
To vertex 53:47 (21,42,54,45,5,63,8,15,53)
To vertex 54:21 (21,42,54)
To vertex 55:41 (21,0,26,55)
To vertex 56:21 (21,56)
To vertex 57:64 (21,42,54,22,57)
To vertex 58:64 (21,42,54,45,5,63,39,58)
To vertex 59:42 (21,0,26,55,59)
To vertex 60:23 (21,42,60)
To vertex 61:54 (21,42,54,45,5,33,20,48,61)
To vertex 62:42 (21,56,62)
To vertex 63:37 (21,42,54,45,5,63)
From vertex 22:
To vertex 0:11 (22,5,33,20,48,0)
To vertex 1:42 (22,1)
To vertex 2:7 (22,5,33,2)
To vertex 3:35 (22,46,51,34,3)
To vertex 4:31 (22,5,33,20,55,59,4)
To vertex 5:2 (22,5)
To vertex 6:6 (22,5,6)
To vertex 7:25 (22,57,7)
To vertex 8:9 (22,5,63,8)
To vertex 9:20 (22,5,33,20,48,0,56,9)
To vertex 10:21 (22,5,33,20,19,12,27,44,45,10)
To vertex 11:32 (22,32,47,11)
To vertex 12:10 (22,5,33,20,19,12)
To vertex 13:11 (22,5,63,13)
To vertex 14:12 (22,5,33,20,48,0,14)
To vertex 15:15 (22,46,15)
To vertex 16:17 (22,16)
To vertex 17:20 (22,32,17)
To vertex 18:39 (22,5,33,20,48,0,14,18)
To vertex 19:6 (22,5,33,20,19)
To vertex 20:3 (22,5,33,20)
To vertex 21:53 (22,5,33,20,48,0,26,21)
To vertex 23:39 (22,32,17,23)
To vertex 24:50 (22,46,15,24)
To vertex 25:38 (22,5,33,20,48,0,26,25)
To vertex 26:11 (22,5,33,20,48,0,26)
To vertex 27:4 (22,5,33,20,19,12,27)
To vertex 28:23 (22,32,47,28)
To vertex 29:74 (22,5,33,20,48,0,26,25,29)
To vertex 30:27 (22,5,6,30)
To vertex 31:35 (22,57,31)
To vertex 32:-6 (22,32)
To vertex 33:-3 (22,5,33)
To vertex 34:29 (22,46,51,34)
To vertex 35:7 (22,5,6,35)
To vertex 36:32 (22,36)
To vertex 37:17 (22,32,47,28,37)
To vertex 38:26 (22,5,33,20,38)
To vertex 39:22 (22,5,63,39)
To vertex 40:39 (22,16,40)
To vertex 41:31 (22,5,33,20,55,59,41)
To vertex 42:48 (22,5,33,20,48,0,14,42)
To vertex 43:47 (22,36,43)
To vertex 44:12 (22,5,33,20,19,12,27,44)
To vertex 45:12 (22,5,33,20,19,12,27,44,45)
To vertex 46:2 (22,46)
To vertex 47:-2 (22,32,47)
To vertex 48:8 (22,5,33,20,48)
To vertex 49:13 (22,32,47,49)
To vertex 50:27 (22,5,33,20,19,12,27,44,50)
To vertex 51:20 (22,46,51)
To vertex 52:21 (22,46,51,52)
To vertex 53:16 (22,46,15,53)
To vertex 54:20 (22,32,54)
To vertex 55:25 (22,5,33,20,55)
To vertex 56:22 (22,5,33,20,48,0,56)
To vertex 57:23 (22,57)
To vertex 58:35 (22,5,63,39,58)
To vertex 59:26 (22,5,33,20,55,59)
To vertex 60:27 (22,5,33,20,48,0,14,60)
To vertex 61:25 (22,5,33,20,48,61)
To vertex 62:26 (22,5,63,62)
To vertex 63:8 (22,5,63)
From vertex 23:
To vertex 0:17 (23,5,33,20,48,0)
To vertex 1:20 (23,1)
To vertex 2:13 (23,5,33,2)
To vertex 3:42 (23,26,34,3)
To vertex 4:22 (23,26,55,59,4)
To vertex 5:8 (23,5)
To vertex 6:12 (23,5,6)
To vertex 7:45 (23,5,33,20,19,12,27,44,22,57,7)
To vertex 8:15 (23,5,63,8)
To vertex 9:26 (23,5,33,20,48,0,56,9)
To vertex 10:27 (23,5,33,20,19,12,27,44,45,10)
To vertex 11:41 (23,5,33,20,48,11)
To vertex 12:16 (23,5,33,20,19,12)
To vertex 13:3 (23,26,13)
To vertex 14:18 (23,5,33,20,48,0,14)
To vertex 15:23 (23,5,63,8,15)
To vertex 16:37 (23,5,33,20,19,12,27,44,22,16)
To vertex 17:40 (23,5,33,20,19,12,27,44,22,32,17)
To vertex 18:45 (23,5,33,20,48,0,14,18)
To vertex 19:12 (23,5,33,20,19)
To vertex 20:9 (23,5,33,20)
To vertex 21:44 (23,26,21)
To vertex 22:20 (23,5,33,20,19,12,27,44,22)
To vertex 24:58 (23,5,63,8,15,24)
To vertex 25:29 (23,26,25)
To vertex 26:2 (23,26)
To vertex 27:10 (23,5,33,20,19,12,27)
To vertex 28:43 (23,5,33,20,19,12,27,44,22,32,47,28)
To vertex 29:65 (23,26,25,29)
To vertex 30:33 (23,5,6,30)
To vertex 31:49 (23,5,63,8,15,31)
To vertex 32:14 (23,5,33,20,19,12,27,44,22,32)
To vertex 33:3 (23,5,33)
To vertex 34:36 (23,26,34)
To vertex 35:13 (23,5,6,35)
To vertex 36:51 (23,5,33,20,48,0,56,36)
To vertex 37:28 (23,26,37)
To vertex 38:19 (23,26,38)
To vertex 39:28 (23,5,63,39)
To vertex 40:55 (23,5,33,20,19,40)
To vertex 41:22 (23,26,55,59,41)
To vertex 42:54 (23,5,33,20,48,0,14,42)
To vertex 43:66 (23,5,33,20,48,0,56,36,43)
To vertex 44:18 (23,5,33,20,19,12,27,44)
To vertex 45:18 (23,5,33,20,19,12,27,44,45)
To vertex 46:19 (23,5,33,2,46)
To vertex 47:18 (23,5,33,20,19,12,27,44,22,32,47)
To vertex 48:14 (23,5,33,20,48)
To vertex 49:33 (23,5,33,20,19,12,27,44,22,32,47,49)
To vertex 50:33 (23,5,33,20,19,12,27,44,50)
To vertex 51:37 (23,5,33,2,46,51)
To vertex 52:38 (23,5,33,2,46,51,52)
To vertex 53:24 (23,5,63,8,15,53)
To vertex 54:35 (23,26,13,54)
To vertex 55:16 (23,26,55)
To vertex 56:28 (23,5,33,20,48,0,56)
To vertex 57:43 (23,5,33,20,19,12,27,44,22,57)
To vertex 58:41 (23,5,63,39,58)
To vertex 59:17 (23,26,55,59)
To vertex 60:20 (23,26,13,60)
To vertex 61:31 (23,5,33,20,48,61)
To vertex 62:23 (23,1,62)
To vertex 63:14 (23,5,63)
From vertex 24:
To vertex 0:36 (24,55,59,27,44,45,5,33,20,48,0)
To vertex 1:71 (24,55,59,27,44,22,1)
To vertex 2:32 (24,55,59,27,44,45,5,33,2)
To vertex 3:45 (24,58,41,51,34,3)
To vertex 4:20 (24,55,59,4)
To vertex 5:27 (24,55,59,27,44,45,5)
To vertex 6:19 (24,58,62,6)
To vertex 7:45 (24,58,8,15,53,57,7)
To vertex 8:8 (24,58,8)
To vertex 9:21 (24,58,9)
To vertex 10:36 (24,55,59,27,44,45,10)
To vertex 11:51 (24,58,62,6,11)
To vertex 12:31 (24,19,12)
To vertex 13:36 (24,55,59,27,44,45,5,63,13)
To vertex 14:37 (24,55,59,27,44,45,5,33,20,48,0,14)
To vertex 15:16 (24,58,8,15)
To vertex 16:37 (24,58,62,16)
To vertex 17:48 (24,58,9,32,17)
To vertex 18:54 (24,58,18)
To vertex 19:27 (24,19)
To vertex 20:28 (24,55,59,27,44,45,5,33,20)
To vertex 21:78 (24,55,59,27,44,45,5,33,20,48,0,26,21)
To vertex 22:29 (24,55,59,27,44,22)
To vertex 23:53 (24,58,35,23)
To vertex 25:60 (24,55,59,27,44,45,10,25)
To vertex 26:36 (24,55,59,27,44,45,5,33,20,48,0,26)
To vertex 27:19 (24,55,59,27)
To vertex 28:51 (24,58,9,32,47,28)
To vertex 29:96 (24,55,59,27,44,45,10,25,29)
To vertex 30:40 (24,58,62,6,30)
To vertex 31:42 (24,58,8,15,31)
To vertex 32:22 (24,58,9,32)
To vertex 33:22 (24,55,59,27,44,45,5,33)
To vertex 34:39 (24,58,41,51,34)
To vertex 35:12 (24,58,35)
To vertex 36:61 (24,55,59,27,44,22,36)
To vertex 37:22 (24,58,8,37)
To vertex 38:33 (24,58,62,38)
To vertex 39:47 (24,55,59,27,44,45,5,63,39)
To vertex 40:51 (24,58,8,15,53,40)
To vertex 41:15 (24,58,41)
To vertex 42:73 (24,55,59,27,44,45,5,33,20,48,0,14,42)
To vertex 43:70 (24,58,41,43)
To vertex 44:27 (24,55,59,27,44)
To vertex 45:27 (24,55,59,27,44,45)
To vertex 46:31 (24,55,59,27,44,22,46)
To vertex 47:26 (24,58,9,32,47)
To vertex 48:33 (24,55,59,27,44,45,5,33,20,48)
To vertex 49:34 (24,58,35,49)
To vertex 50:42 (24,55,59,27,44,50)
To vertex 51:30 (24,58,41,51)
To vertex 52:31 (24,58,41,51,52)
To vertex 53:17 (24,58,8,15,53)
To vertex 54:37 (24,58,9,54)
To vertex 55:14 (24,55)
To vertex 56:47 (24,55,59,27,44,45,5,33,20,48,0,56)
To vertex 57:43 (24,58,8,15,53,57)
To vertex 58:4 (24,58)
To vertex 59:15 (24,55,59)
To vertex 60:18 (24,60)
To vertex 61:50 (24,55,59,27,44,45,5,33,20,48,61)
To vertex 62:18 (24,58,62)
To vertex 63:33 (24,55,59,27,44,45,5,63)
From vertex 25:
To vertex 0:14 (25,5,33,20,48,0)
To vertex 1:59 (25,5,33,20,19,12,27,44,22,1)
To vertex 2:10 (25,5,33,2)
To vertex 3:31 (25,62,34,3)
To vertex 4:14 (25,4)
To vertex 5:5 (25,5)
To vertex 6:-3 (25,62,6)
To vertex 7:42 (25,5,33,20,19,12,27,44,22,57,7)
To vertex 8:12 (25,5,63,8)
To vertex 9:23 (25,5,33,20,48,0,56,9)
To vertex 10:24 (25,5,33,20,19,12,27,44,45,10)
To vertex 11:29 (25,62,6,11)
To vertex 12:13 (25,5,33,20,19,12)
To vertex 13:14 (25,5,63,13)
To vertex 14:15 (25,5,33,20,48,0,14)
To vertex 15:16 (25,62,16,15)
To vertex 16:15 (25,62,16)
To vertex 17:37 (25,5,33,20,19,12,27,44,22,32,17)
To vertex 18:38 (25,62,6,18)
To vertex 19:9 (25,5,33,20,19)
To vertex 20:6 (25,5,33,20)
To vertex 21:56 (25,5,33,20,48,0,26,21)
To vertex 22:17 (25,5,33,20,19,12,27,44,22)
To vertex 23:39 (25,62,6,35,23)
To vertex 24:51 (25,62,16,15,24)
To vertex 26:14 (25,5,33,20,48,0,26)
To vertex 27:7 (25,5,33,20,19,12,27)
To vertex 28:33 (25,28)
To vertex 29:36 (25,29)
To vertex 30:18 (25,62,6,30)
To vertex 31:42 (25,62,16,15,31)
To vertex 32:11 (25,5,33,20,19,12,27,44,22,32)
To vertex 33:0 (25,5,33)
To vertex 34:25 (25,62,34)
To vertex 35:-2 (25,62,6,35)
To vertex 36:48 (25,5,33,20,48,0,56,36)
To vertex 37:26 (25,5,63,8,37)
To vertex 38:11 (25,62,38)
To vertex 39:25 (25,5,63,39)
To vertex 40:37 (25,62,16,40)
To vertex 41:34 (25,5,33,20,55,59,41)
To vertex 42:51 (25,5,33,20,48,0,14,42)
To vertex 43:63 (25,5,33,20,48,0,56,36,43)
To vertex 44:15 (25,5,33,20,19,12,27,44)
To vertex 45:15 (25,5,33,20,19,12,27,44,45)
To vertex 46:16 (25,5,33,2,46)
To vertex 47:15 (25,5,33,20,19,12,27,44,22,32,47)
To vertex 48:11 (25,5,33,20,48)
To vertex 49:20 (25,62,6,35,49)
To vertex 50:30 (25,5,33,20,19,12,27,44,50)
To vertex 51:34 (25,5,33,2,46,51)
To vertex 52:35 (25,5,33,2,46,51,52)
To vertex 53:17 (25,62,16,15,53)
To vertex 54:33 (25,5,63,54)
To vertex 55:28 (25,5,33,20,55)
To vertex 56:25 (25,5,33,20,48,0,56)
To vertex 57:40 (25,5,33,20,19,12,27,44,22,57)
To vertex 58:38 (25,5,63,39,58)
To vertex 59:29 (25,5,33,20,55,59)
To vertex 60:30 (25,5,33,20,48,0,14,60)
To vertex 61:28 (25,5,33,20,48,61)
To vertex 62:-4 (25,62)
To vertex 63:11 (25,5,63)
From vertex 26:
To vertex 0:34 (26,38,19,12,27,44,45,5,33,20,48,0)
To vertex 1:69 (26,38,19,12,27,44,22,1)
To vertex 2:30 (26,38,19,12,27,44,45,5,33,2)
To vertex 3:40 (26,34,3)
To vertex 4:20 (26,55,59,4)
To vertex 5:25 (26,38,19,12,27,44,45,5)
To vertex 6:24 (26,25,62,6)
To vertex 7:52 (26,38,19,12,27,44,22,57,7)
To vertex 8:32 (26,38,19,12,27,44,45,5,63,8)
To vertex 9:43 (26,38,19,12,27,44,45,5,33,20,48,0,56,9)
To vertex 10:34 (26,38,19,12,27,44,45,10)
To vertex 11:56 (26,25,62,6,11)
To vertex 12:23 (26,38,19,12)
To vertex 13:1 (26,13)
To vertex 14:35 (26,38,19,12,27,44,45,5,33,20,48,0,14)
To vertex 15:40 (26,38,19,12,27,44,45,5,63,8,15)
To vertex 16:42 (26,25,62,16)
To vertex 17:47 (26,38,19,12,27,44,22,32,17)
To vertex 18:62 (26,38,19,12,27,44,45,5,33,20,48,0,14,18)
To vertex 19:19 (26,38,19)
To vertex 20:26 (26,38,19,12,27,44,45,5,33,20)
To vertex 21:42 (26,21)
To vertex 22:27 (26,38,19,12,27,44,22)
To vertex 23:66 (26,25,62,6,35,23)
To vertex 24:72 (26,55,59,41,51,52,24)
To vertex 25:27 (26,25)
To vertex 27:17 (26,38,19,12,27)
To vertex 28:50 (26,38,19,12,27,44,22,32,47,28)
To vertex 29:63 (26,25,29)
To vertex 30:45 (26,25,62,6,30)
To vertex 31:62 (26,38,19,12,27,44,22,57,31)
To vertex 32:21 (26,38,19,12,27,44,22,32)
To vertex 33:20 (26,38,19,12,27,44,45,5,33)
To vertex 34:34 (26,34)
To vertex 35:25 (26,25,62,6,35)
To vertex 36:59 (26,38,19,12,27,44,22,36)
To vertex 37:26 (26,37)
To vertex 38:17 (26,38)
To vertex 39:45 (26,38,19,12,27,44,45,5,63,39)
To vertex 40:62 (26,38,19,40)
To vertex 41:20 (26,55,59,41)
To vertex 42:60 (26,21,42)
To vertex 43:74 (26,38,19,12,27,44,22,36,43)
To vertex 44:25 (26,38,19,12,27,44)
To vertex 45:25 (26,38,19,12,27,44,45)
To vertex 46:29 (26,38,19,12,27,44,22,46)
To vertex 47:25 (26,38,19,12,27,44,22,32,47)
To vertex 48:31 (26,38,19,12,27,44,45,5,33,20,48)
To vertex 49:36 (26,55,59,49)
To vertex 50:40 (26,38,19,12,27,44,50)
To vertex 51:35 (26,55,59,41,51)
To vertex 52:36 (26,55,59,41,51,52)
To vertex 53:41 (26,38,19,12,27,44,45,5,63,8,15,53)
To vertex 54:33 (26,13,54)
To vertex 55:14 (26,55)
To vertex 56:45 (26,38,19,12,27,44,45,5,33,20,48,0,56)
To vertex 57:50 (26,38,19,12,27,44,22,57)
To vertex 58:58 (26,38,19,12,27,44,45,5,63,39,58)
To vertex 59:15 (26,55,59)
To vertex 60:18 (26,13,60)
To vertex 61:48 (26,38,19,12,27,44,45,5,33,20,48,61)
To vertex 62:23 (26,25,62)
To vertex 63:31 (26,38,19,12,27,44,45,5,63)
From vertex 27:
To vertex 0:17 (27,44,45,5,33,20,48,0)
To vertex 1:52 (27,44,22,1)
To vertex 2:13 (27,44,45,5,33,2)
To vertex 3:38 (27,3)
To vertex 4:37 (27,44,45,5,33,20,55,59,4)
To vertex 5:8 (27,44,45,5)
To vertex 6:12 (27,44,45,5,6)
To vertex 7:35 (27,44,22,57,7)
To vertex 8:15 (27,44,45,5,63,8)
To vertex 9:26 (27,44,45,5,33,20,48,0,56,9)
To vertex 10:17 (27,44,45,10)
To vertex 11:41 (27,44,45,5,33,20,48,11)
To vertex 12:16 (27,44,45,5,33,20,19,12)
To vertex 13:17 (27,44,45,5,63,13)
To vertex 14:18 (27,44,45,5,33,20,48,0,14)
To vertex 15:23 (27,44,45,5,63,8,15)
To vertex 16:27 (27,44,22,16)
To vertex 17:30 (27,44,22,32,17)
To vertex 18:45 (27,44,45,5,33,20,48,0,14,18)
To vertex 19:12 (27,44,45,5,33,20,19)
To vertex 20:9 (27,44,45,5,33,20)
To vertex 21:59 (27,44,45,5,33,20,48,0,26,21)
To vertex 22:10 (27,44,22)
To vertex 23:49 (27,44,22,32,17,23)
To vertex 24:58 (27,44,45,5,63,8,15,24)
To vertex 25:41 (27,44,45,10,25)
To vertex 26:17 (27,44,45,5,33,20,48,0,26)
To vertex 28:33 (27,44,22,32,47,28)
To vertex 29:77 (27,44,45,10,25,29)
To vertex 30:33 (27,44,45,5,6,30)
To vertex 31:45 (27,44,22,57,31)
To vertex 32:4 (27,44,22,32)
To vertex 33:3 (27,44,45,5,33)
To vertex 34:39 (27,44,22,46,51,34)
To vertex 35:13 (27,44,45,5,6,35)
To vertex 36:42 (27,44,22,36)
To vertex 37:27 (27,44,22,32,47,28,37)
To vertex 38:32 (27,44,45,5,33,20,38)
To vertex 39:28 (27,44,45,5,63,39)
To vertex 40:49 (27,44,22,16,40)
To vertex 41:37 (27,44,45,5,33,20,55,59,41)
To vertex 42:54 (27,44,45,5,33,20,48,0,14,42)
To vertex 43:57 (27,44,22,36,43)
To vertex 44:8 (27,44)
To vertex 45:8 (27,44,45)
To vertex 46:12 (27,44,22,46)
To vertex 47:8 (27,44,22,32,47)
To vertex 48:14 (27,44,45,5,33,20,48)
To vertex 49:23 (27,44,22,32,47,49)
To vertex 50:23 (27,44,50)
To vertex 51:30 (27,44,22,46,51)
To vertex 52:31 (27,44,22,46,51,52)
To vertex 53:24 (27,44,45,5,63,8,15,53)
To vertex 54:30 (27,44,22,32,54)
To vertex 55:31 (27,44,45,5,33,20,55)
To vertex 56:28 (27,44,45,5,33,20,48,0,56)
To vertex 57:33 (27,44,22,57)
To vertex 58:41 (27,44,45,5,63,39,58)
To vertex 59:32 (27,44,45,5,33,20,55,59)
To vertex 60:33 (27,44,45,5,33,20,48,0,14,60)
To vertex 61:31 (27,44,45,5,33,20,48,61)
To vertex 62:32 (27,44,45,5,63,62)
To vertex 63:14 (27,44,45,5,63)
From vertex 28:
To vertex 0:11 (28,44,45,5,33,20,48,0)
To vertex 1:46 (28,44,22,1)
To vertex 2:7 (28,44,45,5,33,2)
To vertex 3:39 (28,44,22,46,51,34,3)
To vertex 4:31 (28,44,45,5,33,20,55,59,4)
To vertex 5:2 (28,44,45,5)
To vertex 6:6 (28,44,45,5,6)
To vertex 7:29 (28,44,22,57,7)
To vertex 8:9 (28,44,45,5,63,8)
To vertex 9:13 (28,56,9)
To vertex 10:11 (28,44,45,10)
To vertex 11:35 (28,44,45,5,33,20,48,11)
To vertex 12:10 (28,44,45,5,33,20,19,12)
To vertex 13:11 (28,44,45,5,63,13)
To vertex 14:12 (28,44,45,5,33,20,48,0,14)
To vertex 15:17 (28,44,45,5,63,8,15)
To vertex 16:21 (28,44,22,16)
To vertex 17:24 (28,44,22,32,17)
To vertex 18:39 (28,44,45,5,33,20,48,0,14,18)
To vertex 19:6 (28,44,45,5,33,20,19)
To vertex 20:3 (28,44,45,5,33,20)
To vertex 21:53 (28,44,45,5,33,20,48,0,26,21)
To vertex 22:4 (28,44,22)
To vertex 23:43 (28,44,22,32,17,23)
To vertex 24:52 (28,44,45,5,63,8,15,24)
To vertex 25:35 (28,44,45,10,25)
To vertex 26:11 (28,44,45,5,33,20,48,0,26)
To vertex 27:4 (28,44,45,5,33,20,19,12,27)
To vertex 29:71 (28,44,45,10,25,29)
To vertex 30:27 (28,44,45,5,6,30)
To vertex 31:39 (28,44,22,57,31)
To vertex 32:-2 (28,44,22,32)
To vertex 33:-3 (28,44,45,5,33)
To vertex 34:33 (28,44,22,46,51,34)
To vertex 35:7 (28,44,45,5,6,35)
To vertex 36:36 (28,44,22,36)
To vertex 37:-6 (28,37)
To vertex 38:26 (28,44,45,5,33,20,38)
To vertex 39:22 (28,44,45,5,63,39)
To vertex 40:43 (28,44,22,16,40)
To vertex 41:31 (28,44,45,5,33,20,55,59,41)
To vertex 42:48 (28,44,45,5,33,20,48,0,14,42)
To vertex 43:51 (28,44,22,36,43)
To vertex 44:2 (28,44)
To vertex 45:2 (28,44,45)
To vertex 46:6 (28,44,22,46)
To vertex 47:2 (28,44,22,32,47)
To vertex 48:8 (28,44,45,5,33,20,48)
To vertex 49:17 (28,44,22,32,47,49)
To vertex 50:17 (28,44,50)
To vertex 51:24 (28,44,22,46,51)
To vertex 52:25 (28,44,22,46,51,52)
To vertex 53:18 (28,44,45,5,63,8,15,53)
To vertex 54:24 (28,44,22,32,54)
To vertex 55:25 (28,44,45,5,33,20,55)
To vertex 56:15 (28,56)
To vertex 57:27 (28,44,22,57)
To vertex 58:35 (28,44,45,5,63,39,58)
To vertex 59:26 (28,44,45,5,33,20,55,59)
